id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,credit_limit_rupiah,total_spending,transaction_count,kategori,overbudget
281,708,Visa,Credit,4017261190134817,05/2015,877,YES,2,98100.0,01/2011,2011,No,1569600000.0,6994400.0,5.0,Boros,True
1106,708,Mastercard,Debit (Prepaid),5581970288727991,06/2020,448,YES,1,62.0,02/2007,2007,No,992000.0,6994400.0,5.0,Boros,True
5621,708,Visa,Debit,4032240655674503,06/2022,53,YES,1,132439.0,11/2010,2011,No,2119024000.0,6994400.0,5.0,Boros,True
5165,708,Visa,Debit,4935974646456357,06/2020,649,YES,1,125723.0,10/2009,2010,No,2011568000.0,6994400.0,5.0,Boros,True
5757,1164,Mastercard,Debit,5905027855347659,01/2022,886,YES,1,34900.0,12/1999,2012,No,558400000.0,10223840.0,7.0,Boros,True
27,68,Visa,Credit,4099623033306950,09/2021,74,YES,2,9900.0,01/2002,2019,No,158400000.0,8099520.0,14.0,Boros,True
4648,68,Visa,Debit,4281200324251212,07/2013,865,YES,2,21587.0,09/2007,2007,No,345392000.0,8099520.0,14.0,Boros,True
5435,68,Visa,Credit,4411456925570768,11/2022,922,YES,2,15800.0,11/2005,2011,No,252800000.0,8099520.0,14.0,Boros,True
3287,1075,Mastercard,Debit,5202477865497336,04/2022,861,YES,1,29964.0,06/2005,2014,No,479424000.0,20120640.0,15.0,Boros,True
4761,1075,Mastercard,Credit,5089768442116305,07/2023,686,YES,2,11200.0,09/2010,2010,No,179200000.0,20120640.0,15.0,Boros,True
5286,1075,Mastercard,Debit,5767339719294372,12/2021,669,NO,2,26753.0,10/2014,2014,No,428048000.0,20120640.0,15.0,Boros,True
744,1711,Visa,Debit,4595831603224644,05/2023,689,NO,2,17480.0,01/2020,2020,No,279680000.0,0.0,0.0,Hemat,False
5559,1116,Mastercard,Debit,5341049613275152,09/2021,396,YES,2,26546.0,11/2009,2009,No,424736000.0,25616640.0,15.0,Boros,True
4905,1116,Mastercard,Debit,5668831527649353,01/2021,356,YES,1,23253.0,09/2017,2017,No,372048000.0,25616640.0,15.0,Boros,True
79,1116,Visa,Credit,4400056931148232,02/2021,497,YES,1,16100.0,01/2005,2014,No,257600000.0,25616640.0,15.0,Boros,True
301,1116,Visa,Credit,4808554251869440,02/2021,921,YES,2,8700.0,01/2012,2012,No,139200000.0,25616640.0,15.0,Boros,True
3115,1116,Mastercard,Debit,5224739362243611,01/2019,922,YES,1,29333.0,05/2012,2012,No,469328000.0,25616640.0,15.0,Boros,True
3880,1752,Mastercard,Debit,5294178176133532,07/2024,265,YES,2,9496.0,07/2009,2012,No,151936000.0,2156320.0,19.0,Normal,False
1766,192,Visa,Debit,4857799018106614,07/2021,930,YES,1,25499.0,02/2020,2020,No,407984000.0,0.0,0.0,Hemat,False
1767,192,Visa,Debit,4324062360619923,02/2020,358,YES,1,18641.0,02/2020,2020,No,298256000.0,0.0,0.0,Hemat,False
745,640,Visa,Debit,4852639114720724,05/2023,995,YES,1,26019.0,01/2020,2020,No,416304000.0,0.0,0.0,Hemat,False
1459,1679,Mastercard,Debit,5656383455895230,01/2021,547,YES,1,25845.0,02/2020,2020,No,413520000.0,0.0,0.0,Hemat,False
138,1094,Visa,Debit,4556928160477229,06/2023,64,YES,2,2365.0,01/2007,2009,No,37840000.0,10773600.0,12.0,Boros,True
3755,1094,Mastercard,Debit,5515782790823587,06/2023,419,YES,2,18684.0,07/2006,2017,No,298944000.0,10773600.0,12.0,Boros,True
1768,1094,Visa,Credit,4508388296516458,02/2021,364,NO,2,7400.0,02/2020,2020,No,118400000.0,10773600.0,12.0,Boros,True
5924,1590,Mastercard,Debit,5548265564669334,12/2024,145,YES,2,4147.0,12/2008,2016,No,66352000.0,0.0,0.0,Hemat,False
6074,1660,Visa,Debit (Prepaid),4986270376099447,04/2022,385,YES,1,76.0,12/2012,2012,No,1216000.0,2483040.0,6.0,Normal,False
5923,1660,Discover,Credit,6726060094896113,01/2009,105,NO,1,4700.0,12/2008,2014,No,75200000.0,2483040.0,6.0,Normal,False
4223,1660,Visa,Credit,4157109762296149,06/2021,433,YES,2,5800.0,08/2007,2011,No,92800000.0,2483040.0,6.0,Normal,False
4455,1660,Mastercard,Debit,5231462717450524,03/2024,754,YES,2,12082.0,08/2016,2016,No,193312000.0,2483040.0,6.0,Normal,False
3234,1660,Mastercard,Credit,5074836567307562,03/2023,741,NO,2,6000.0,06/2002,2010,No,96000000.0,2483040.0,6.0,Normal,False
1005,1660,Visa,Debit,4986369179342271,11/2009,367,YES,1,620.0,02/2002,2014,No,9920000.0,2483040.0,6.0,Normal,False
151,1747,Mastercard,Debit,5892013969159900,08/2022,879,YES,1,14499.0,01/2008,2008,No,231984000.0,0.0,0.0,Hemat,False
4198,1747,Mastercard,Debit,5179157151686144,07/2023,457,YES,2,12332.0,08/2007,2009,No,197312000.0,0.0,0.0,Hemat,False
4403,1747,Mastercard,Debit,5569640141329524,09/2024,904,YES,1,18424.0,08/2013,2013,No,294784000.0,0.0,0.0,Hemat,False
4120,1747,Visa,Credit,4708914311449293,07/2023,149,NO,1,15400.0,08/2003,2008,No,246400000.0,0.0,0.0,Hemat,False
4224,1747,Visa,Debit,4795724941278913,02/2022,136,YES,2,14548.0,08/2007,2013,No,232768000.0,0.0,0.0,Hemat,False
4895,1747,Mastercard,Credit,5300159511214994,12/2016,740,YES,2,10100.0,09/2016,2016,No,161600000.0,0.0,0.0,Hemat,False
1028,153,Discover,Credit,6580244636542196,04/2011,416,YES,1,11200.0,02/2004,2008,No,179200000.0,1257760.0,3.0,Normal,False
5956,153,Mastercard,Debit,5032457975030967,10/2024,240,YES,2,20291.0,12/2009,2011,No,324656000.0,1257760.0,3.0,Normal,False
107,153,Visa,Debit,4382324870900908,08/2018,852,YES,1,32092.0,01/2006,2010,No,513472000.0,1257760.0,3.0,Normal,False
440,153,Mastercard,Debit,5456808094753905,02/2020,217,YES,1,20463.0,01/2020,2020,No,327408000.0,1257760.0,3.0,Normal,False
746,429,Visa,Debit,4465362453388909,08/2022,738,YES,1,15802.0,01/2020,2020,No,252832000.0,0.0,0.0,Hemat,False
1769,429,Visa,Debit,4668447208616693,02/2020,314,NO,2,4612.0,02/2020,2020,No,73792000.0,0.0,0.0,Hemat,False
421,429,Discover,Credit,6377595394803324,07/2020,675,YES,2,19900.0,01/2020,2020,No,318400000.0,0.0,0.0,Hemat,False
974,511,Mastercard,Debit (Prepaid),5117090980312402,10/2020,42,YES,1,73.0,02/2000,2012,No,1168000.0,16055040.0,24.0,Boros,True
4707,511,Mastercard,Debit,5377858405611171,01/2024,24,YES,1,11858.0,09/2009,2010,No,189728000.0,16055040.0,24.0,Boros,True
7,511,Mastercard,Debit,5585238056278288,03/2005,749,YES,1,9664.0,01/1998,2011,No,154624000.0,16055040.0,24.0,Boros,True
2212,511,Mastercard,Debit,5355281784290567,06/2020,810,YES,1,8367.0,03/2009,2009,No,133872000.0,16055040.0,24.0,Boros,True
1038,511,Visa,Credit,4150093118072730,06/2022,135,YES,2,6100.0,02/2004,2009,No,97600000.0,16055040.0,24.0,Boros,True
1460,309,Mastercard,Debit,5979295728871785,02/2020,630,YES,3,9944.0,02/2020,2020,No,159104000.0,0.0,0.0,Hemat,False
747,309,Visa,Credit,4473643731469839,01/2020,771,YES,1,7900.0,01/2020,2020,No,126400000.0,0.0,0.0,Hemat,False
1770,309,Visa,Credit,4800116569994473,12/2020,201,YES,1,5600.0,02/2020,2020,No,89600000.0,0.0,0.0,Hemat,False
748,777,Visa,Debit,4832328468851061,08/2023,580,YES,1,68400.0,01/2020,2020,No,1094400000.0,0.0,0.0,Hemat,False
441,777,Mastercard,Debit,5278075482033392,04/2023,437,YES,2,77237.0,01/2020,2020,No,1235792000.0,0.0,0.0,Hemat,False
3679,1946,Visa,Debit,4869845530765333,08/2024,701,YES,2,4488.0,07/2002,2015,No,71808000.0,2718560.0,6.0,Normal,False
5701,1946,Visa,Credit,4231526239204033,02/2020,499,YES,2,12500.0,11/2014,2014,No,200000000.0,2718560.0,6.0,Normal,False
4510,1674,Mastercard,Debit,5813611925507601,12/2020,734,YES,2,23432.0,09/2001,2008,No,374912000.0,3243360.0,3.0,Normal,False
2873,1674,Amex,Credit,366520954874839,05/2022,447,YES,2,8800.0,05/2005,2011,No,140800000.0,3243360.0,3.0,Normal,False
1461,482,Mastercard,Credit,5392697458480962,02/2020,886,YES,2,12100.0,02/2020,2020,No,193600000.0,0.0,0.0,Hemat,False
442,877,Mastercard,Debit,5048151330736425,02/2020,931,YES,1,9708.0,01/2020,2020,No,155328000.0,3611200.0,5.0,Normal,False
3877,877,Amex,Credit,371643368691556,11/2021,683,YES,2,12000.0,07/2009,2011,No,192000000.0,3611200.0,5.0,Normal,False
2296,877,Mastercard,Debit,5700734711260263,11/2023,230,YES,1,11973.0,03/2012,2012,No,191568000.0,3611200.0,5.0,Normal,False
5048,128,Mastercard,Debit,5389442391430673,02/2022,658,YES,2,13601.0,10/2006,2014,No,217616000.0,687200.0,9.0,Normal,False
1462,128,Mastercard,Credit,5079116875907423,01/2024,849,YES,2,7800.0,02/2020,2020,No,124800000.0,687200.0,9.0,Normal,False
4269,775,Visa,Debit,4390425683290569,10/2023,790,YES,2,17816.0,08/2008,2016,No,285056000.0,0.0,0.0,Hemat,False
5188,1536,Mastercard,Debit,5217568630125704,03/2021,625,NO,2,17707.0,10/2010,2010,No,283312000.0,0.0,0.0,Hemat,False
2874,1536,Amex,Credit,397856635669220,11/2020,2,YES,1,9500.0,05/2005,2009,No,152000000.0,0.0,0.0,Hemat,False
3041,140,Mastercard,Debit,5529182104663869,01/2022,182,YES,1,19110.0,05/2010,2011,No,305760000.0,1618880.0,8.0,Normal,False
5312,140,Mastercard,Debit,5489017664251289,08/2023,196,YES,1,13428.0,10/2016,2016,No,214848000.0,1618880.0,8.0,Normal,False
4150,140,Mastercard,Debit,5793675314684781,06/2022,43,YES,1,24608.0,08/2005,2009,No,393728000.0,1618880.0,8.0,Normal,False
152,140,Mastercard,Debit,5845373196638993,09/2022,111,YES,1,13441.0,01/2008,2011,No,215056000.0,1618880.0,8.0,Normal,False
443,1884,Mastercard,Debit (Prepaid),5750288075891808,02/2020,788,YES,2,74.0,01/2020,2020,No,1184000.0,0.0,0.0,Hemat,False
3377,1874,Mastercard,Debit,5429789020188285,10/2012,674,YES,1,17872.0,06/2008,2008,No,285952000.0,10216960.0,7.0,Boros,True
5789,1874,Mastercard,Credit,5301114615829913,09/2022,425,YES,1,12900.0,12/2003,2010,No,206400000.0,10216960.0,7.0,Boros,True
2106,1874,Mastercard,Debit,5571104183564029,05/2024,52,YES,2,25264.0,03/2006,2020,No,404224000.0,10216960.0,7.0,Boros,True
2078,1874,Mastercard,Debit,5401948301255038,12/2022,920,YES,2,20634.0,03/2005,2007,No,330144000.0,10216960.0,7.0,Boros,True
5866,1310,Visa,Credit,4295364044956974,04/2007,656,YES,2,12200.0,12/2006,2010,No,195200000.0,0.0,0.0,Hemat,False
173,1310,Visa,Credit,4737484014371342,02/2010,221,YES,2,5500.0,01/2008,2008,No,88000000.0,0.0,0.0,Hemat,False
1771,1689,Visa,Credit,4509365132510769,03/2020,281,NO,2,6600.0,02/2020,2020,No,105600000.0,0.0,0.0,Hemat,False
6132,1689,Mastercard,Debit,5068255294282305,11/2020,890,YES,1,25815.0,12/2017,2017,No,413040000.0,0.0,0.0,Hemat,False
327,379,Amex,Credit,354813103334804,06/2021,527,YES,2,8400.0,01/2014,2014,No,134400000.0,6974240.0,20.0,Boros,True
2019,379,Mastercard,Debit,5910929635230868,02/2020,525,YES,1,21628.0,03/2001,2008,No,346048000.0,6974240.0,20.0,Boros,True
3881,379,Mastercard,Debit,5400182448188961,10/2021,412,YES,1,24232.0,07/2009,2009,No,387712000.0,6974240.0,20.0,Boros,True
1166,34,Mastercard,Debit,5039048842448184,11/2023,339,YES,2,10775.0,02/2009,2010,No,172400000.0,17359200.0,16.0,Boros,True
3342,34,Mastercard,Debit (Prepaid),5672012369002302,02/2020,598,YES,2,105.0,06/2007,2013,No,1680000.0,17359200.0,16.0,Boros,True
5622,822,Visa,Credit,4336733185475861,01/2021,221,NO,2,7100.0,11/2010,2010,No,113600000.0,2112800.0,7.0,Normal,False
5424,822,Mastercard,Debit,5985582173054292,07/2024,951,YES,1,29351.0,11/2005,2007,No,469616000.0,2112800.0,7.0,Normal,False
2558,822,Mastercard,Debit,5281056728185174,03/2020,835,YES,2,15125.0,04/2008,2012,No,242000000.0,2112800.0,7.0,Normal,False
5385,822,Mastercard,Credit,5615660494634705,11/2021,865,YES,2,8000.0,11/2003,2008,No,128000000.0,2112800.0,7.0,Normal,False
5596,822,Mastercard,Debit (Prepaid),5314878099448745,05/2011,994,YES,1,83.0,11/2010,2010,No,1328000.0,2112800.0,7.0,Normal,False
3991,1499,Amex,Credit,311095486859536,01/2024,536,YES,2,23700.0,07/2012,2012,No,379200000.0,0.0,0.0,Hemat,False
6126,1780,Visa,Credit,4624747592911129,02/2024,986,YES,2,700.0,12/2016,2016,No,11200000.0,0.0,0.0,Hemat,False
3756,1806,Mastercard,Debit,5595562388674401,07/2024,594,YES,2,7488.0,07/2006,2016,No,119808000.0,0.0,0.0,Hemat,False
971,811,Visa,Credit,4171022488649333,01/2002,225,NO,1,24900.0,02/1999,2010,No,398400000.0,15762080.0,8.0,Boros,True
2079,811,Mastercard,Debit,5246337038556761,06/2021,638,YES,2,30971.0,03/2005,2020,No,495536000.0,15762080.0,8.0,Boros,True
387,811,Amex,Credit,399966116933253,01/2024,343,YES,1,24400.0,01/2020,2020,No,390400000.0,15762080.0,8.0,Boros,True
444,811,Mastercard,Debit,5064137987234665,02/2020,599,YES,2,53549.0,01/2020,2020,No,856784000.0,15762080.0,8.0,Boros,True
5277,811,Visa,Debit,4905540969337037,09/2018,573,YES,1,53036.0,10/2013,2013,No,848576000.0,15762080.0,8.0,Boros,True
4358,811,Mastercard,Debit,5703849820939467,12/2024,300,YES,1,35750.0,08/2011,2011,No,572000000.0,15762080.0,8.0,Boros,True
2318,811,Visa,Debit,4055403312631050,07/2021,902,YES,1,33375.0,03/2013,2013,No,534000000.0,15762080.0,8.0,Boros,True
6019,1844,Visa,Debit (Prepaid),4587476056357151,07/2023,858,YES,2,22.0,12/2010,2010,No,352000.0,2918240.0,7.0,Normal,False
4421,1844,Discover,Credit,6521426249819196,11/2020,608,YES,1,13100.0,08/2014,2014,No,209600000.0,2918240.0,7.0,Normal,False
3702,1844,Visa,Debit,4199712815274632,10/2024,440,YES,1,16516.0,07/2003,2011,No,264256000.0,2918240.0,7.0,Normal,False
2854,1844,Mastercard,Credit,5172743861765175,07/2016,906,YES,1,15700.0,05/2004,2011,No,251200000.0,2918240.0,7.0,Normal,False
4114,1844,Mastercard,Debit,5214643602729093,05/2024,474,YES,1,21058.0,08/2003,2007,No,336928000.0,2918240.0,7.0,Normal,False
28,1852,Visa,Debit,4013876625955765,10/2023,543,YES,2,36425.0,01/2002,2004,No,582800000.0,4238080.0,9.0,Normal,False
6127,1852,Visa,Debit (Prepaid),4966050979388902,03/2021,585,YES,2,91.0,12/2016,2016,No,1456000.0,4238080.0,9.0,Normal,False
2477,1852,Mastercard,Credit,5247576622089394,09/2021,379,YES,1,13400.0,04/2005,2014,No,214400000.0,4238080.0,9.0,Normal,False
2632,1852,Mastercard,Credit,5911319900289832,04/2021,37,YES,2,21600.0,04/2010,2010,No,345600000.0,4238080.0,9.0,Normal,False
1463,1231,Mastercard,Debit,5058769177189803,02/2020,12,NO,1,9090.0,02/2020,2020,No,145440000.0,0.0,0.0,Hemat,False
5679,970,Visa,Debit,4682877628388639,02/2023,846,NO,1,25942.0,11/2012,2012,No,415072000.0,4598240.0,10.0,Normal,False
1012,970,Mastercard,Credit,5882842508952744,07/2019,614,YES,2,10700.0,02/2003,2013,No,171200000.0,4598240.0,10.0,Normal,False
1464,970,Mastercard,Credit,5637149260486793,07/2022,630,YES,2,4900.0,02/2020,2020,No,78400000.0,4598240.0,10.0,Normal,False
1465,381,Mastercard,Credit,5115700923413241,04/2022,587,NO,1,18100.0,02/2020,2020,No,289600000.0,0.0,0.0,Hemat,False
388,1134,Amex,Credit,324640473359364,03/2024,659,YES,2,7200.0,01/2020,2020,No,115200000.0,0.0,0.0,Hemat,False
3708,1296,Mastercard,Debit,5033428838471726,02/2020,546,YES,2,22660.0,07/2004,2007,No,362560000.0,15504160.0,25.0,Boros,True
3087,1296,Discover,Credit,6969946254132652,12/2022,588,YES,1,19800.0,05/2011,2011,No,316800000.0,15504160.0,25.0,Boros,True
67,1296,Mastercard,Credit,5181226307106931,11/2024,820,YES,2,15500.0,01/2005,2014,No,248000000.0,15504160.0,25.0,Boros,True
80,1296,Visa,Debit (Prepaid),4310689470082080,06/2023,458,YES,1,13.0,01/2005,2008,No,208000.0,15504160.0,25.0,Boros,True
3665,1296,Mastercard,Debit,5051066154001741,06/2021,526,YES,2,4317.0,07/2001,2011,No,69072000.0,15504160.0,25.0,Boros,True
2014,1880,Mastercard,Debit,5456915066505066,12/2021,553,NO,1,14719.0,03/2000,2008,No,235504000.0,8350240.0,8.0,Boros,True
4906,1880,Mastercard,Debit,5132664334960880,05/2021,593,YES,1,9532.0,09/2017,2017,No,152512000.0,8350240.0,8.0,Boros,True
3757,1880,Mastercard,Credit,5752873844240568,03/2020,486,YES,1,10900.0,07/2006,2014,No,174400000.0,8350240.0,8.0,Boros,True
5365,322,Mastercard,Credit,5494228198326752,09/2024,428,YES,2,6200.0,11/2001,2012,No,99200000.0,840640.0,5.0,Normal,False
5425,322,Mastercard,Debit,5789639625525459,12/2012,43,YES,2,2903.0,11/2005,2011,No,46448000.0,840640.0,5.0,Normal,False
5758,322,Mastercard,Debit,5392957769023387,10/2020,803,YES,2,4355.0,12/1999,2010,No,69680000.0,840640.0,5.0,Normal,False
5482,461,Mastercard,Debit,5182820825620434,04/2021,126,YES,1,28963.0,11/2007,2012,No,463408000.0,13786240.0,20.0,Boros,True
3172,461,Mastercard,Debit,5102353988152905,12/2022,667,YES,2,20913.0,05/2016,2016,No,334608000.0,13786240.0,20.0,Boros,True
1209,461,Mastercard,Debit,5033135709911480,07/2024,170,YES,1,23344.0,02/2010,2010,No,373504000.0,13786240.0,20.0,Boros,True
5313,461,Mastercard,Debit,5611522756791997,01/2020,882,YES,2,33642.0,10/2016,2016,No,538272000.0,13786240.0,20.0,Boros,True
4762,1165,Mastercard,Debit,5037404409791945,01/2022,681,YES,1,14695.0,09/2010,2011,No,235120000.0,0.0,0.0,Hemat,False
126,1448,Mastercard,Credit,5571363047071896,09/2023,510,YES,1,13200.0,01/2007,2015,No,211200000.0,6605760.0,9.0,Boros,True
4685,1448,Visa,Debit,4083033843851772,01/2020,173,YES,1,29950.0,09/2008,2013,No,479200000.0,6605760.0,9.0,Boros,True
5907,1448,Visa,Credit,4829916759482899,07/2024,768,YES,2,4600.0,12/2007,2011,No,73600000.0,6605760.0,9.0,Boros,True
2428,1288,Mastercard,Debit,5458492483408549,12/2022,92,YES,1,10051.0,04/2002,2011,No,160816000.0,7194080.0,8.0,Boros,True
1013,1288,Mastercard,Debit,5879094230635425,12/2015,729,YES,2,9796.0,02/2003,2013,No,156736000.0,7194080.0,8.0,Boros,True
5145,1178,Mastercard,Debit,5769435406360328,10/2021,957,YES,1,17826.0,10/2009,2009,No,285216000.0,0.0,0.0,Hemat,False
5854,1178,Mastercard,Debit,5588799529406913,11/2024,778,YES,1,19086.0,12/2006,2009,No,305376000.0,0.0,0.0,Hemat,False
5296,1178,Visa,Debit,4410685608952637,06/2024,265,YES,2,17345.0,10/2014,2014,No,277520000.0,0.0,0.0,Hemat,False
1327,1178,Visa,Debit,4470822684089911,09/2020,923,YES,2,17976.0,02/2013,2013,No,287616000.0,0.0,0.0,Hemat,False
383,1178,Visa,Debit,4804338444306727,01/2022,279,YES,2,16447.0,01/2019,2019,No,263152000.0,0.0,0.0,Hemat,False
5129,1391,Visa,Debit,4194362281636453,10/2024,271,YES,2,29573.0,10/2008,2009,No,473168000.0,12355040.0,18.0,Boros,True
5995,1391,Mastercard,Debit (Prepaid),5436469451844829,12/2021,48,YES,2,98.0,12/2010,2010,No,1568000.0,12355040.0,18.0,Boros,True
4107,1391,Mastercard,Debit,5648865641388293,08/2019,71,YES,2,2559.0,08/2002,2012,No,40944000.0,12355040.0,18.0,Boros,True
36,1391,Mastercard,Debit,5914243757284149,10/2012,436,YES,2,6552.0,01/2003,2010,No,104832000.0,12355040.0,18.0,Boros,True
445,838,Mastercard,Credit,5193780952753626,01/2021,591,YES,2,13800.0,01/2020,2020,No,220800000.0,0.0,0.0,Hemat,False
1466,54,Mastercard,Debit,5957925302951752,08/2020,746,YES,1,16375.0,02/2020,2020,No,262000000.0,0.0,0.0,Hemat,False
749,54,Visa,Debit,4557061225558443,05/2023,780,YES,1,14213.0,01/2020,2020,No,227408000.0,0.0,0.0,Hemat,False
1772,54,Visa,Debit (Prepaid),4883222888293069,09/2020,2,YES,1,73.0,02/2020,2020,No,1168000.0,0.0,0.0,Hemat,False
3801,1452,Mastercard,Debit,5476407228285230,11/2022,688,YES,2,53466.0,07/2007,2013,No,855456000.0,12463840.0,23.0,Boros,True
282,1602,Visa,Credit,4698943729070491,09/2020,450,YES,1,6600.0,01/2011,2013,No,105600000.0,309760.0,1.0,Normal,False
6105,1602,Mastercard,Credit,5579147219556308,06/2022,806,NO,2,7200.0,12/2015,2015,No,115200000.0,309760.0,1.0,Normal,False
446,1938,Mastercard,Debit,5099614207935768,11/2020,856,YES,1,2868.0,01/2020,2020,No,45888000.0,0.0,0.0,Hemat,False
422,1938,Discover,Credit,6177503172021506,05/2024,97,YES,1,3400.0,01/2020,2020,No,54400000.0,0.0,0.0,Hemat,False
5231,1492,Mastercard,Debit,5188130978534931,01/2022,446,YES,1,12915.0,10/2011,2013,No,206640000.0,8326080.0,10.0,Boros,True
2615,1492,Visa,Debit (Prepaid),4860320285002452,12/2023,366,YES,2,84.0,04/2009,2017,No,1344000.0,8326080.0,10.0,Boros,True
2776,1492,Discover,Credit,6417599205270844,07/2021,504,YES,2,17600.0,04/2018,2018,No,281600000.0,8326080.0,10.0,Boros,True
5452,1492,Mastercard,Debit,5516722949603675,12/2012,621,YES,1,31542.0,11/2006,2009,No,504672000.0,8326080.0,10.0,Boros,True
3563,1492,Mastercard,Debit,5891053637541514,02/2022,362,YES,2,23049.0,06/2013,2013,No,368784000.0,8326080.0,10.0,Boros,True
6134,1492,Visa,Debit,4222570131769035,05/2020,141,YES,1,29734.0,12/2017,2017,No,475744000.0,8326080.0,10.0,Boros,True
4818,1492,Visa,Credit,4453742478192143,01/2020,346,YES,2,27000.0,09/2011,2016,No,432000000.0,8326080.0,10.0,Boros,True
2171,1492,Mastercard,Debit (Prepaid),5335984658439104,11/2022,320,YES,1,18.0,03/2008,2010,No,288000.0,8326080.0,10.0,Boros,True
6106,688,Mastercard,Debit,5708150083756692,04/2023,824,YES,1,17848.0,12/2015,2015,No,285568000.0,3539360.0,6.0,Normal,False
3042,688,Mastercard,Debit,5238684130320063,11/2022,870,NO,1,25563.0,05/2010,2010,No,409008000.0,3539360.0,6.0,Normal,False
5209,688,Visa,Credit,4740880792169372,04/2020,168,YES,2,12000.0,10/2010,2010,No,192000000.0,3539360.0,6.0,Normal,False
1296,688,Amex,Credit,361648729239104,11/2018,709,NO,2,6600.0,02/2012,2012,No,105600000.0,3539360.0,6.0,Normal,False
389,749,Amex,Credit,363305614201313,09/2023,943,NO,1,5600.0,01/2020,2020,No,89600000.0,0.0,0.0,Hemat,False
1773,749,Visa,Debit,4360859456629853,11/2022,428,YES,3,11873.0,02/2020,2020,No,189968000.0,0.0,0.0,Hemat,False
1467,749,Mastercard,Credit,5498016831726771,02/2020,871,YES,1,7200.0,02/2020,2020,No,115200000.0,0.0,0.0,Hemat,False
1395,643,Amex,Credit,381572912003735,08/2024,145,YES,1,10000.0,02/2020,2020,No,160000000.0,169920.0,2.0,Normal,False
5597,643,Mastercard,Credit,5079302523329059,04/2023,381,YES,2,500.0,11/2010,2010,No,8000000.0,169920.0,2.0,Normal,False
1468,1219,Mastercard,Debit,5546998350637125,02/2020,718,YES,1,22697.0,02/2020,2020,No,363152000.0,4133280.0,4.0,Normal,False
2309,1219,Mastercard,Credit,5326031764905960,08/2023,437,YES,1,18000.0,03/2013,2013,No,288000000.0,4133280.0,4.0,Normal,False
3466,1219,Mastercard,Debit,5096150037217374,10/2024,862,YES,1,32903.0,06/2010,2010,No,526448000.0,4133280.0,4.0,Normal,False
2804,1198,Visa,Debit,4489873116412364,08/2021,547,YES,2,12764.0,05/1999,2010,No,204224000.0,4184800.0,11.0,Normal,False
1388,1198,Mastercard,Credit,5621725368325863,10/2022,60,YES,1,6300.0,02/2019,2019,No,100800000.0,4184800.0,11.0,Normal,False
4660,898,Mastercard,Debit,5923138803280580,02/2022,934,YES,2,7541.0,09/2008,2013,No,120656000.0,2932320.0,6.0,Normal,False
3356,898,Visa,Debit,4447989421793048,03/2022,995,YES,2,1266.0,06/2007,2012,No,20256000.0,2932320.0,6.0,Normal,False
4870,898,Mastercard,Credit,5000307662634780,04/2020,263,NO,1,9500.0,09/2014,2014,No,152000000.0,2932320.0,6.0,Normal,False
